-7.094	-10.221	-8.750	11.250	-21.414	-6.260	17.326	-25.863	13.926	-19.797	22.933	9.960	
-6.837	-10.226	-8.750	11.250	-21.366	-6.473	-0.031	-23.677	7.404	-19.946	22.939	9.961	
-6.556	-10.277	-8.750	11.250	-21.290	-6.655	10.295	-17.538	5.919	-18.814	22.945	9.962	
-6.556	-10.277	-8.750	11.250	-21.274	-6.797	-0.715	-15.508	4.358	-15.393	22.951	9.963	
-3.194	-11.200	-8.750	11.250	-21.274	-6.946	-0.497	-12.093	0.742	-13.861	22.957	9.964	
-2.849	-11.396	-8.750	11.250	-21.283	-7.050	0.749	-9.768	-0.458	-13.360	22.963	9.966	
-2.547	-11.546	-8.750	11.250	-21.312	-7.127	-5.091	-7.196	-1.999	-9.544	22.969	9.967	
-2.207	-11.546	-8.750	11.250	-21.330	-7.215	-3.193	-8.421	-2.344	-8.228	22.974	9.969	
-2.104	-11.213	-8.750	11.250	-21.373	-7.311	-4.585	-8.354	-3.034	-9.204	22.980	9.970	
-2.031	-10.898	-8.750	11.250	-21.444	-7.399	-8.011	-8.808	-5.715	-9.182	22.986	9.972	
-2.031	-10.898	-8.750	11.250	-21.545	-7.474	-6.662	-7.995	-8.224	-7.742	22.992	9.974	
-2.031	-10.898	-8.750	11.250	-21.691	-7.574	-16.627	-11.252	-11.728	-8.346	22.998	9.975	
-2.031	-10.898	-8.750	11.250	-21.931	-7.775	-13.727	-11.170	-11.995	-10.050	23.011	9.979	
-13.723	-2.305	-8.750	11.250	-22.174	-8.030	-15.846	-14.341	-12.176	-12.733	23.023	9.983	
-13.723	-2.305	-8.750	11.250	-22.304	-8.158	-19.153	-18.595	-13.379	-13.054	23.030	9.985	
-13.723	-2.305	-8.750	11.250	-22.411	-8.294	-12.431	-13.792	-11.853	-13.215	23.036	9.987	
-13.723	-2.305	-8.750	11.250	-22.536	-8.436	-11.610	-13.466	-11.606	-13.939	23.043	9.989	
-10.921	-22.346	3.750	13.750	-22.662	-8.565	-18.272	-15.595	-12.561	-13.540	23.050	9.991	
-10.921	-22.346	3.750	13.750	-22.785	-8.705	-10.155	-13.747	-12.441	-13.416	23.056	9.993	
-5.544	-2.151	3.750	13.750	-22.925	-8.844	-13.515	-12.231	-13.123	-13.961	23.063	9.996	
-6.111	-2.712	3.750	13.750	-23.064	-8.979	-13.498	-13.404	-13.948	-13.712	23.070	9.998	
-6.600	-3.307	3.750	13.750	-23.189	-9.127	-11.109	-13.555	-12.599	-13.497	23.077	10.001	
-6.800	-3.807	3.750	13.750	-23.314	-9.267	-12.392	-14.441	-11.891	-13.737	23.084	10.004	
-6.900	-4.107	3.750	13.750	-23.420	-9.404	-10.656	-12.867	-11.534	-13.843	23.091	10.007	
-6.810	-4.258	3.750	13.750	-23.471	-9.469	-8.464	-10.861	-10.426	-13.056	23.095	10.008	
-6.652	-4.327	3.750	13.750	-23.596	-9.616	-10.180	-14.127	-10.927	-13.162	23.102	10.011	
-6.491	-4.372	3.750	13.750	-23.716	-9.763	-12.727	-15.984	-12.263	-14.658	23.109	10.014	
-6.322	-4.381	3.750	13.750	-23.825	-9.896	-10.763	-12.661	-11.426	-13.965	23.117	10.017	
-6.159	-4.393	3.750	13.750	-23.969	-10.037	-13.047	-13.000	-12.648	-13.708	23.124	10.020	
-6.000	-4.307	3.750	13.750	-24.188	-10.283	-14.457	-15.539	-14.934	-16.363	23.136	10.026	
-6.000	-4.307	3.750	13.750	-24.326	-10.443	-14.476	-15.567	-14.267	-16.326	23.143	10.029	
-3.300	-3.507	3.750	13.750	-24.455	-10.580	-9.897	-12.455	-13.347	-14.859	23.151	10.033	
-3.100	-3.407	3.750	13.750	-24.602	-10.741	-14.240	-17.254	-13.806	-14.911	23.159	10.037	
-2.903	-3.364	3.750	13.750	-24.661	-10.816	-9.802	-12.380	-12.165	-14.197	23.163	10.039	
-2.696	-3.205	3.750	13.750	-24.809	-10.939	-17.801	-13.185	-13.274	-13.543	23.171	10.043	
-2.557	-3.364	3.750	13.750	-24.890	-11.023	-5.188	-6.238	-10.911	-9.871	23.179	10.047	
-2.419	-3.403	3.750	13.750	-24.996	-11.113	-14.223	-9.913	-9.352	-8.686	23.187	10.051	
-2.247	-3.389	3.750	13.750	-25.083	-11.176	-11.000	-6.648	-10.179	-8.051	23.195	10.055	
-2.073	-3.369	3.750	13.750	-25.168	-11.247	-7.801	-7.991	-8.591	-6.674	23.203	10.059	
-1.932	-3.402	3.750	13.750	-25.230	-11.319	-4.902	-7.602	-7.331	-7.151	23.212	10.063	
-1.785	-3.356	3.750	13.750	-25.260	-11.365	-3.207	-5.267	-4.585	-5.939	23.220	10.068	
-1.625	-3.333	3.750	13.750	-25.283	-11.407	-3.162	-3.757	-2.670	-4.381	23.228	10.072	
-1.500	-3.307	-1.250	1.250	-25.277	-11.456	1.178	-2.410	-0.646	-3.591	23.240	10.079	
-1.400	-3.307	-1.250	1.250	-25.228	-11.453	9.518	2.786	2.616	-1.352	23.249	10.083	
-1.256	-3.262	-1.250	1.250	-25.197	-11.453	5.106	0.052	3.910	-0.423	23.253	10.085	
-1.160	-3.212	-1.250	1.250	-25.163	-11.457	5.508	1.377	5.814	0.625	23.261	10.089	
-1.074	-3.180	-1.250	1.250	-25.093	-11.446	7.679	1.723	5.487	0.380	23.269	10.094	
-1.007	-3.163	-1.250	1.250	-25.006	-11.437	9.814	0.687	7.836	1.018	23.276	10.098	
-0.938	-3.134	-1.250	1.250	-24.905	-11.442	10.934	-1.286	9.368	0.188	23.284	10.102	
-0.885	-3.098	-1.250	1.250	-24.756	-11.458	14.753	-1.427	11.906	-1.032	23.292	10.106	
-0.839	-3.069	-1.250	1.250	-24.578	-11.486	13.331	-5.511	14.887	-1.995	23.299	10.111	
-0.797	-3.033	-1.250	1.250	-24.376	-11.519	17.806	-3.976	17.286	-2.764	23.306	10.115	
-0.800	-3.007	-1.250	1.250	-24.150	-11.567	22.005	-3.623	19.466	-3.669	23.313	10.119	
-0.754	-2.963	-1.250	1.250	-24.010	-11.579	23.292	-2.129	20.671	-3.648	23.317	10.121	
-0.755	-2.929	-1.250	1.250	-23.800	-11.605	22.257	-0.940	21.904	-2.710	23.324	10.126	
-0.800	-2.907	-1.250	1.250	-23.437	-11.631	23.254	-2.986	23.683	-1.545	23.333	10.132	
-0.770	-2.900	-1.250	1.250	-23.286	-11.629	30.264	0.310	25.685	-1.232	23.336	10.134	
-1.692	-2.160	-1.250	1.250	-22.984	-11.648	31.273	-2.396	28.488	-1.592	23.342	10.138	
-1.922	-2.486	-1.250	1.250	-22.652	-11.693	35.215	-5.154	31.695	-3.165	23.348	10.143	
-2.096	-2.803	-1.250	1.250	-22.200	-11.789	43.566	-9.865	37.336	-6.735	23.354	10.147	
-2.119	-3.001	-1.250	1.250	-21.717	-11.893	51.670	-9.164	44.525	-9.557	23.359	10.152	
-2.119	-3.001	-1.250	1.250	-21.173	-12.020	59.365	-10.589	51.357	-11.530	23.363	10.156	
-1.057	-2.742	-1.250	1.250	-20.582	-12.138	64.281	-9.862	56.733	-12.225	23.368	10.161	
-1.057	-2.742	-1.250	1.250	-19.870	-12.241	57.091	-9.185	62.020	-10.522	23.372	10.166	
-1.100	-2.708	-1.250	1.250	-18.510	-12.360	71.493	-8.790	68.002	-5.982	23.378	10.175	
-1.100	-2.708	-1.250	1.250	-17.800	-12.468	71.081	-11.259	69.387	-9.362	23.381	10.180	
-1.057	-2.742	23.750	-13.750	-17.129	-12.606	77.489	-18.001	72.717	-12.951	23.383	10.185	
20.715	-7.956	23.750	-13.750	-16.362	-12.776	77.005	-18.269	75.698	-16.191	23.385	10.190	
-31.251	-8.673	23.750	-13.750	-14.759	-13.180	81.715	-19.711	80.112	-20.212	23.388	10.201	
-30.400	-9.187	23.750	-13.750	-13.911	-13.375	84.790	-19.128	83.415	-19.706	23.389	10.207	
-30.240	-9.368	23.750	-13.750	-13.075	-13.578	70.844	-16.326	84.231	-19.901	23.389	10.213	
-30.400	-9.368	23.750	-13.750	-12.206	-13.767	75.278	-13.649	85.229	-19.606	23.390	10.219	
