-11.311	-8.960	-1.250	-6.250	-59.139	-27.980	-25.223	-99.161	-22.858	-89.170	26.085	12.204	
-11.203	-8.880	-1.250	-6.250	-59.329	-28.750	-27.657	-78.149	-21.126	-84.818	26.153	12.234	
-10.929	-8.730	-1.250	-6.250	-59.521	-29.503	-19.428	-74.451	-19.123	-76.121	26.221	12.266	
-10.171	-9.016	-1.250	-6.250	-59.705	-30.265	-16.982	-72.789	-18.792	-75.723	26.289	12.299	
-9.495	-9.030	-1.250	-6.250	-59.775	-31.094	-15.599	-66.818	-11.552	-72.340	26.356	12.334	
-8.943	-9.013	-1.250	-6.250	-60.070	-31.638	-45.200	-46.980	-16.612	-62.414	26.424	12.371	
-8.943	-9.013	23.750	-6.250	-60.202	-32.110	-8.395	-44.118	-21.356	-50.784	26.493	12.408	
-4.139	-8.833	23.750	-6.250	-60.239	-32.607	-5.304	-43.123	-8.444	-48.468	26.561	12.447	
-3.984	-8.409	23.750	-6.250	-60.272	-33.013	-2.681	-39.792	-3.498	-45.165	26.628	12.487	
-3.664	-8.020	23.750	-6.250	-60.294	-33.338	-0.980	-31.295	-2.769	-36.537	26.696	12.527	
-3.284	-7.790	23.750	-6.250	-60.259	-33.701	4.955	-47.073	0.659	-34.415	26.763	12.568	
-2.974	-7.669	23.750	-6.250	-60.231	-33.971	2.733	-29.661	3.168	-31.653	26.830	12.609	
-2.703	-7.548	23.750	-6.250	-60.222	-34.148	-1.720	-14.041	1.870	-22.321	26.896	12.651	
-2.396	-7.414	23.750	-6.250	-60.087	-34.361	12.350	-21.265	6.862	-18.571	26.962	12.693	
-2.396	-7.414	23.750	-6.250	-59.988	-34.415	9.959	-7.400	11.142	-12.750	27.028	12.735	
-0.822	-6.235	23.750	-6.250	-59.860	-34.364	13.527	9.208	11.333	-0.137	27.092	12.777	
-1.006	-6.340	23.750	-6.250	-59.706	-34.201	16.076	19.707	14.071	10.736	27.157	12.818	
-1.147	-6.231	23.750	-6.250	-59.574	-34.056	8.901	29.503	15.072	16.172	27.220	12.858	
-1.437	-6.181	23.750	-6.250	-59.384	-33.710	18.724	32.709	16.948	25.813	27.283	12.898	
-1.605	-6.170	23.750	-6.250	-59.196	-33.328	20.489	42.766	18.877	36.418	27.345	12.936	
-1.763	-6.122	23.750	-6.250	-58.973	-32.882	23.056	47.868	20.549	41.434	27.407	12.974	
-2.021	-6.089	23.750	-6.250	-58.719	-32.405	25.497	48.239	23.852	46.164	27.468	13.010	
-2.232	-6.017	23.750	-6.250	-58.435	-31.837	29.873	58.447	26.912	52.246	27.528	13.044	
-2.374	-5.930	23.750	-6.250	-58.125	-31.169	29.419	62.891	29.724	61.805	27.587	13.077	
-2.472	-5.850	23.750	-6.250	-57.780	-30.479	36.100	71.223	32.736	67.862	27.645	13.108	
-2.576	-5.799	23.750	-6.250	-57.427	-29.662	32.056	63.285	34.876	75.319	27.702	13.138	
-2.704	-5.737	23.750	-6.250	-57.038	-28.848	40.173	82.094	37.138	81.562	27.758	13.165	
-2.795	-5.713	23.750	-6.250	-56.657	-28.093	37.040	69.107	38.506	78.458	27.813	13.191	
-2.795	-5.713	23.750	-6.250	-56.264	-27.349	38.552	75.181	38.675	74.943	27.867	13.215	
-2.941	-5.398	23.750	-6.250	-55.881	-26.590	37.973	76.384	38.790	75.145	27.920	13.238	
