21.183	4.347	28.750	6.250	59.493	36.500	40.617	262.172	43.682	244.924	23.915	5.263	
21.200	4.174	28.750	6.250	59.695	38.725	19.941	189.351	28.111	214.825	23.988	5.395	
21.210	3.883	28.750	6.250	59.899	40.327	33.977	267.055	26.477	223.416	24.025	5.468	
21.166	3.777	28.750	6.250	60.296	43.280	32.851	283.259	34.303	271.033	24.100	5.627	
21.135	-5.142	28.750	6.250	60.610	46.216	30.729	296.180	37.435	309.955	24.175	5.802	
21.099	-5.042	28.750	6.250	60.797	49.193	15.024	248.822	22.751	268.757	24.249	5.995	
21.065	-4.938	28.750	6.250	61.095	52.530	21.883	293.803	23.076	300.640	24.325	6.209	
21.026	-4.821	28.750	6.250	61.261	55.754	15.674	293.616	24.435	345.307	24.400	6.441	
20.988	-4.730	28.750	6.250	61.477	59.708	26.816	440.613	19.073	358.919	24.476	6.695	
20.944	-4.619	28.750	6.250	61.555	63.136	21.354	458.014	14.726	369.085	24.551	6.970	
20.899	-4.509	28.750	6.250	61.554	66.360	-3.224	314.966	3.879	332.597	24.626	7.263	
20.893	-4.424	28.750	6.250	61.536	69.571	-3.181	321.179	-0.994	321.771	24.701	7.572	
20.881	-4.350	28.750	6.250	61.488	-69.280	-6.148	320.863	-3.298	-6782.026	24.775	7.899	
20.862	-4.260	28.750	6.250	61.386	-66.032	-21.525	301.894	-7.471	-6780.158	24.849	8.185	
20.873	-4.199	28.750	6.250	61.296	-62.815	-5.846	334.251	-9.586	323.260	24.922	8.436	
20.873	-4.141	28.750	6.250	61.163	-59.483	-16.721	300.708	-11.157	327.436	24.994	8.654	
20.869	-4.091	28.750	6.250	60.944	-56.510	-22.960	277.995	-17.634	315.255	25.066	8.846	
20.889	-4.036	28.750	6.250	60.693	-53.730	-26.322	275.623	-23.513	287.655	25.136	9.017	
20.896	-4.001	28.750	6.250	60.394	-51.295	-34.058	226.506	-27.479	260.742	25.206	9.169	
20.909	-3.952	28.750	6.250	60.143	-48.418	-20.311	321.865	-27.476	265.624	25.274	9.303	
20.915	-3.905	28.750	6.250	59.795	-45.602	-44.921	210.930	-29.967	284.655	25.342	9.420	
20.932	-3.855	28.750	6.250	59.459	-43.351	-35.938	193.388	-34.210	253.352	25.408	9.524	
20.945	-3.816	28.750	3.750	59.098	-41.543	-34.279	167.172	-34.828	202.943	25.474	9.618	
20.945	-3.816	28.750	3.750	58.690	-39.879	-38.890	171.300	-38.463	173.600	25.538	9.704	
